nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
WM IT Informática,Proposta é um sitema de backup eficaz contra ransomware para instituições governamentais.,Demais Organizações,,,,,,,,,,Serviços de Informática,Backup em nuvem,,,,,,,,,Demais Organizações,Sim,Sim,Varginha,MG,https://i.postimg.cc/2jFhC5Lp/logo-wm-informatica2-registro-marca-945.jpg,http://wminformatica.net,william@wminformatica.net, , , , , , , , , ,Backup em nuvem,,,,,Não,,,,, 
Metaluminio Projetos e Montagens Ltda,Participar da Chamada 013/2022 da Fapemig,Demais Organizações,,,,,,,,,,Projeto e Fabricação de Teleféricos,"Por ser a única fabricante nacional, desenvolve projetos e tecnologias próprias para fazer frente à concorrência internacional",,,,,,,,,Demais Organizações,Sim,Sim,Varginha,MG,https://i.postimg.cc/yN0r3VcF/Logo-Metalum-nio.png,http://telefericos.com.br/,paulo@telefericos.com.br, , , , , , , , , ,"Por ser a única fabricante nacional, desenvolve projetos e tecnologias próprias para fazer frente à concorrência internacional",,,,,Não,,,,, 
Fernando Silveira Desenvolvimento e Gestão Empresarial Ltda.,"Consultoria na área de estratégias de marketing, atendimento, vendas, cadeia de suprimentos, logística e  distribuição, tendo entre seus principais clientes: FIEMG,SEBRAE,ANPAQ, SINDIMÓVEIS CARMO DO CAJURU,SINDINOVA,INTERSIND (UBÁ),SINDIVESTU(Uberlândia), Unapel New Holland, Cerrado CASE,  Cooperativa de Patos de Minas, CEMIL, Valoriza Agronegócios, Frigorifico Saudalli, Frigorifico SUINCO, Betim Química, Distrivisa RICOH. 
Atua em vários projetos de estratégia, marketing, vendas e distribuição para indústria, varejo e  serviços, com aplicação de ferramentas de inteligência comercial, inteligência de mercado e análises de atratividade de mercados.

Na indústria, atuou e atua em projetos de Gestão Estratégica de Vendas e Distribuição, Rote to Market e Go to Market nos territórios de Nova Serrana, Carmo do Cajuru, Passos e Juiz de Fora. 

Atua também como conteudista do SEBRAE MG, é autor da metodologia Gestão dos Canais de Vendas e Distribuição e coautor da metodologia Gestão na Medida.
",Demais Organizações,,,,,,,,,,Consultoria em gestão empresarial ,Gestão dos Canais de Vendas e Distribuição - Gestão Integrada de Marketing e Vendas - ,,,,,,,,,Demais Organizações,Sim,Sim,Cachoeira da Prata,MG,https://i.postimg.cc/C530MSQH/Logo-Totem.jpg,https://trilhas.me/home/,fernando@totemdge.com.br, , , , , , , , , ,Gestão dos Canais de Vendas e Distribuição - Gestão Integrada de Marketing e Vendas - ,,,,,Não,,,,, 
GERENCIAR SISTEMAS CORPORATIVOS,"Nexus é  um agente automatizado que utiliza inteligência artificial que pretende a otimizar o tempo e o atendimento dos operadores através do software de fácil utilização,  o que possibilita criar oportunidades e o ganho em recursos para a empresa.
Nosso produto vem com a proposta de inovar todo o processo de comunicação com os usuários. Além de gastar cinco segundos para copiar qualquer tom de voz, ele consegue interagir com o usuário sem ser de forma mecânica. As empresas que utilizam ele para fins de cobrança, por exemplo, vão ter maior êxito no encaminhamento das chamadas. Hoje não temos essa tecnologia no mercado, o que se assemelha a essa funcionabilidade é o atendimento automatizado por mensagem via WhatsApp.",Demais Organizações,,,,,,,,,,Empresa Pequeno Porte,Nexus,,,,,,,,,Demais Organizações,Sim,Sim,Ipatinga,MG,https://i.postimg.cc/tJyD6ng8/Ativo-2-4.png,http://gerenciarsc.com.br/,faturamento@gerenciarsc.com.br, , , , , , , , , ,Nexus,,,,,Não,,,,, 
Coletivos Rio Branco LTDA,"A Coletivos Rio Branco tem por objetivo atuar no transporte de passageiros em sistema de fretamento escolar e linhas urbanas, sendo a atual Concessionária de Serviço de Transporte Coletivo de Passageiros na cidade de Visconde do Rio Branco.",Demais Organizações,,,,,,,,,,Transporte e logística,.,,,,,,,,,Demais Organizações,Sim,Sim,Visconde do Rio Branco,MG,https://i.postimg.cc/wTwVw7Ph/Logomarcas-RIOBRANCO.png,http://www.grupocsc.com.br/,financeirocsc@grupocsc.com.br, , , , , , , , , ,.,,,,,Não,,,,, 
CITUR.PC SPE LTDA,"Desenvolvimento de um sistema de apoio aos pontos turísticos da cidade de Poços de Caldas através de aplicativos, guias interativos, realidade aumentada e chatbots, para promoção de inteligência artificial, IoT e comunicação 5G.",Demais Organizações,,,,,,,,,,Turismo,"Apoio aos pontos turísticos da cidade de Poços de Caldas através de aplicativos, guias interativos, realidade aumentada e chatbots, para promoção de inteligência artificial, IoT e comunicação 5G.",,,,,,,,,Demais Organizações,Sim,Sim,Poços de Caldas,MG,https://i.postimg.cc/mrFyXcgF/Logo.png,https://citur.com.br/,jeferson.carvalho@citur.com.br, , , , , , , , , ,"Apoio aos pontos turísticos da cidade de Poços de Caldas através de aplicativos, guias interativos, realidade aumentada e chatbots, para promoção de inteligência artificial, IoT e comunicação 5G.",,,,,Não,,,,, 
BELL MÁQUINAS,"A BELL MÁQUINAS, É UMA INDUSTRIA QUE ATUA NO MERCADO DE ENERGIA FOTOVOLTAICA, FORNECENDO ESTRUTRAS METÁLICAS PARA USINAS INSTALADAS NO SOLO. TEMOS COMO OBJETIVO, FORNECER TRACKER (SEGUIDOR SOLAR) E ESTRUTRA FIXA, AMBOS EQUIPAMENTOS COM DESENVOLVIMENTO E PRODUÇÃO PRÓPRIA, PARA MERCADO DE MICRO E MINI GERAÇÃO, UMA VEZ QUE O NICHO DE MARCADO CITADO,NÃO POSSUI SUPORTE DAS GRANDES EMPRESAS NACIONAIS E INTERNACIONAIS. ATUALMENTE JÁ FORNECEMOS AOS NOSSO CLENTES MAIS DE 50 USINAS, COMPROVANDO ASSIM A VIABILIADE TECNICA SE TORNA IMPORTANTE PELA NOSSA BUSCA CONSTANTE PELO APRIMORAMENTO E DESENVOLVIMENTO TECNOLOGICO DOS NOSSOS EQUIPAMENTOS, AUXILIANDO NO DESENVOLVIMENTO E EXPANSÃO DO DA ENERGIA FOTOVOLTAICA.",Demais Organizações,,,,,,,,,,INDÚSTRIA DE PEQUENO PORTE DE ENERGIA FOTOVOLTAICA,PRODUÇÃO DE ESTRUTRA METÁLICA PARA USINAS FOTOVOLTAICAS,,,,,,,,,Demais Organizações,Sim,Sim,Divinópolis,MG,https://i.postimg.cc/6qBVbC3Z/Logo-Bell-M-quinas.jpg,https://www.bellmaquinas.com.br/,GABRIELBELARMINO12@GMAIL.COM, , , , , , , , , ,PRODUÇÃO DE ESTRUTRA METÁLICA PARA USINAS FOTOVOLTAICAS,,,,,Não,,,,, 
APARÁ CAFÉS ESPECIAIS - MIRIAM MONTEIRO DE AGUIAR ME,"APARÁ CAFÉS ESPECIAIS, é uma empresa de pequeno porte, que atua na cadeia de valor do café, no nicho de cafés especiais, sustentáveis e orgânicos.  Foi criada com o propósito de fomentar o desenvolvimento local e regional agregando valor aos cafés produzidos de forma sustentável e orgânico, especialmente com  recorte de gênero e raça e cafés produzidos por agricultores familiares da região. Tem tido sucesso conduzindo o projeto pioneiro de exportação de cafés especiais de produtores afrodescendentes do Brasil. Desenvolve parceria com importadores com a mesma proposta de valor. Participa do Compete Minas com o objetivo de desenvolver aplicativo para medir impacto social, econômico e ambiental gerado pelos negócios realizados e prover rastreabilidade da produção.o ",Demais Organizações,,,,,,,,,,cadeia de valor do café,"Apoio a práticas sustentáveis de produção de café. Exportação de cafés produzidos por mulheres, agricultura familiar e produtores afrodescendentes seguindo modelo de direct trade. Promoção de cada participante no mercado e conexão com parceiros de longo prazo ",,,,,,,,,Demais Organizações,Sim,Sim,Santo Antônio do Amparo,MG,https://i.postimg.cc/pyNwnpw2/APARA-Marca-Principal-Azul.png,https://aparacafesespeciais.com.br,miriam@aparacafesespeciais.com.br, , , , , , , , , ,"Apoio a práticas sustentáveis de produção de café. Exportação de cafés produzidos por mulheres, agricultura familiar e produtores afrodescendentes seguindo modelo de direct trade. Promoção de cada participante no mercado e conexão com parceiros de longo prazo ",,,,,Não,,,,, 
Geneal Diagnósticos Ltda.,"Desde 2010, a GENEAL DIAGNÓSTICOS, atua no mercado de genética animal, através da utilização de técnicas avançadas em biologia molecular e biotecnologias reprodutivas. E para se manter entre as líderes deste mercado, a empresa investe na compra de equipamentos de última geração e na especialização e treinamento de seus colaboradores, com isso, o desenvolvimento de pesquisas e produção de produtos inovadores são uma realidade. Somado aos testes de vínculo de parentesco para bovinos, a GENEAL DIAGNÓSTICOS realiza exames para a identificação de vacas produtoras de leite portadoras do genótipo A2A2 para beta-caseína e atualmente desenvolve produtos voltados para a genotipagem de pet’s, equinos e suínos. Além disso, parcerias com empresas públicas e privadas estão sendo estabelecidas para o desenvolvimento de novos projetos e produtos, principalmente na cadeia produtiva do leite e eficiência reprodutiva em bovinos.",Demais Organizações,,,,,,,,,,"Agropecuária - Mercado de genética animal, através da utilização de técnicas avançadas em biologia molecular e biotecnologias reprodutivas",A Geneal destina parte do seu faturamento bruto para investir em pesquisa e desenvolvimento de novos produtos,,,,,,,,,Demais Organizações,Sim,Sim,Uberaba,MG,https://i.postimg.cc/gcLYJTqR/Logo-Geneal-DNA.png,https://genealdiagnosticos.com.br/,william.ferreira@genealgenetica.com.br, , , , , , , , , ,A Geneal destina parte do seu faturamento bruto para investir em pesquisa e desenvolvimento de novos produtos,,,,,Não,,,,, 
"INSTITUTO DE ENSINO, PESQUISA E POLITICAS PÚBLICAS - IE3P","Prestar serviços de assessoria e consultoria para os setores público, 
privado e terceiro setor na gestão de projetos e captação de recursos 
com técnicas e métodos atuais na busca de resultados reais e 
crescentes no desenvolvimento econômico, social e ambiental. 
",Demais Organizações,,,,,,,,,,Organizações de fomento,"Seminário de Imersão no Terceiro Setor - Hub de inovação social e incubadora de novas instituições 
Componente de comissão organizador do SPARK WEEK- SEMANA DE INOVANÇÃO , TECNOLOGIA , EMPREENDEDORISMO E NEGÓCIOS
MEMBRO DO SISTEMA DE INOVAÇÃO MUNCIPAL 
CURSO EM ELABORAÇÃO DE PROJETOS E CAPTAÇÃO DE RECURSOS
ASSESSORIA E CONSULTORIA EM POLITICAS PÚBLICAS 
PESQUISA DE DIAGNPÓSTICO SITUACIONAL DE POLITICAS PÚBLICAS
IMPLANTAÇÃO DE SISTEMAS DE ESGOTO SANITÁRIO EM COMUNIDADES RURAIS 
",,,,,,,,,Demais Organizações,Sim,Sim,Teófilo Otoni,MG,https://i.postimg.cc/HWZJhGyb/logoie3p.png,https://ie3p.ong.br,contatoie3p@gmail.com, , , , , , , , , ,"Seminário de Imersão no Terceiro Setor - Hub de inovação social e incubadora de novas instituições 
Componente de comissão organizador do SPARK WEEK- SEMANA DE INOVANÇÃO , TECNOLOGIA , EMPREENDEDORISMO E NEGÓCIOS
MEMBRO DO SISTEMA DE INOVAÇÃO MUNCIPAL 
CURSO EM ELABORAÇÃO DE PROJETOS E CAPTAÇÃO DE RECURSOS
ASSESSORIA E CONSULTORIA EM POLITICAS PÚBLICAS 
PESQUISA DE DIAGNPÓSTICO SITUACIONAL DE POLITICAS PÚBLICAS
IMPLANTAÇÃO DE SISTEMAS DE ESGOTO SANITÁRIO EM COMUNIDADES RURAIS 
",,,,,Não,,,,, 
ASSOCIACAO SAO FRANCISCO DE ASSIS,"
A Comunidade Terapêutica proponente deste projeto já oferece, desde 2012, o serviço de acolhimento para pessoas do sexo masculino e feminino em situação de alcoolismo ou drogadição, tendo como foco do seu trabalho o desenvolvimento das capacidades do acolhido, bem como a elevação da autoestima e resgate de valores individuais e coletivos. O desafio social que abordamos é a Dependência química, pois estima-se que ao menos 28 milhões de pessoas no Brasil têm algum familiar que é dependente químico, de acordo com o Levantamento Nacional de Famílias dos Dependentes Químicos (Lenad Família),
feito pela Universidade Federal de São Paulo (Unifesp) . ""Para cada dependente químico existem outras quatro pessoas afetadas, o que agrava ainda mais a situação de suas famílias. 
A proposta visa o desenvolvimento de um modelo de negócio, já em andamento, na Comunidade Terapêutica São Francisco, a oficina de blocos, onde fabricamos desde o ano de 2021,  pavers de concreto para a pavimentação de ruas e calcadas. Recebemos esta oficina, através de uma doação do Fórum de Poços de Caldas e da PRO-VIDA, com o objetivo de gerar renda para a manutenção da Instituição e também para que os acolhidos pudessem trabalhar nelas no período da Laborterapia,  durante duas horas, no período da manha, como um meio terapêutico, pois ocupa o seu tempo ocioso, e ajuda o acolhido na sua reorganização pessoal, pois eles chegam na Comunidade Terapêutica desorganizados quanto a cumprir regras, horários, e executar algum tipo de trabalho, pois o uso da droga os desestrutura em todas as áreas de sua vida, portanto, exercitar o físico , é um meio Terapêutico, pois ajuda a eliminar as toxinas do organismo, diminui a ansiedade e a irritabilidade, além de trabalhar o caráter no que diz respeito à boa vontade, honestidade, cooperação, respeito e autoestima. NA medida que potencializamos as vendas, em apenas seis meses no ano de 2021, produzimos 9097 blocos, mas para isso nos foi necessário a contratação de dois funcionários para trabalhar em tempo integral na produção dos blocos, já que os acolhidos só podem auxiliar, na fabricação, não podendo responsabilizar-se pela sua produção. 
Tivemos que interromper este nosso projeto, pois devido a Pandemia do Corona virus, houve um grande aumento no preço dos insumos, tornado inviável a comercialização dos pavers. 
Nosso objetivo, com esta proposta, é aproveitar esta oficina, na sede da Comunidade Terapêutica São Francisco, que esta desativada, com todos os equipamentos  necessários para a produção dos materiais de cimento, e  através de estudos experimentais em parceria com a USP e o Instituto Alcoa, produzir um bloco totalmente sustentável,  substituindo em ate 100% da areia usada no processo de fabricação dos pavers de cimento,  por um resíduo chamotado de lama vermelha, que hoje e depositado em bacias de rejeito, de difícil manutenção, causando sérios riscos ao meio ambiente. 
O Projeto justifica-se ainda, por contribuir na melhoria da qualidade de vida no Planeta, os Objetivos de Desenvolvimento Sustentável (ODS). Dentre os  17 Objetivos que compõem a Agenda 2030 para o Desenvolvimento Sustentável, nosso Projeto vem contribuir com 3 deles:

09 – Indústria, inovação e infraestrutura: construir infraestrutura resiliente, promover a industrialização inclusiva e sustentável, e fomentar a inovação.
12 – Consumo e produção responsáveis: assegurar padrões de produção e de consumo sustentáveis.
17 – Parcerias e meios de implementação: fortalecer os meios de implementação e revitalizar a parceria global para o desenvolvimento sustentável.",Demais Organizações,,,,,,,,,,Instituição sem Fins Lucrativos,"A Comunidade Terapêutica proponente oferece desde 2012 o serviço de acolhimento para pessoas do sexo masculino e feminino em situação de alcoolismo ou drogadição, tendo como foco do seu trabalho o desenvolvimento das capacidades do acolhido, bem como a elevação da autoestima e resgate de valores individuais e coletivos. 

Alem das atividades usuais relacionados à recuperação e reinserção dos indivíduos à sociedade, a Comunidade conta com o desenvolvimento de uma  oficina de blocos, onde fabricamos desde o ano de 2021,  pavers de concreto para a pavimentação de ruas e calcadas. 

O objetivo de gerar renda para a manutenção da Instituição e também para que os acolhidos pudessem trabalhar nelas no período da Laborterapia,  durante duas horas, no período da manha, como um meio terapêutico, pois ocupa o seu tempo ocioso, e ajuda o acolhido na sua reorganização pessoal, pois eles chegam na Comunidade Terapêutica desorganizados quanto a cumprir regras, horários, e executar algum tipo de trabalho, pois o uso da droga os desestrutura em todas as áreas de sua vida, portanto, exercitar o físico , é um meio terapêutico, pois ajuda a eliminar as toxinas do organismo, diminui a ansiedade e a irritabilidade, além de trabalhar o caráter no que diz respeito à boa vontade, honestidade, cooperação, respeito e autoestima. ",,,,,,,,,Demais Organizações,Sim,Sim,Poços de Caldas,MG,https://i.postimg.cc/RZ4XS42Y/Comunidade-Terapeutica-Sao-Francisco.png,https://comunidadesaofranciscopc.org.br,comunidterapeuticasaofrancisco@gmail.com, , , , , , , , , ,"A Comunidade Terapêutica proponente oferece desde 2012 o serviço de acolhimento para pessoas do sexo masculino e feminino em situação de alcoolismo ou drogadição, tendo como foco do seu trabalho o desenvolvimento das capacidades do acolhido, bem como a elevação da autoestima e resgate de valores individuais e coletivos. 

Alem das atividades usuais relacionados à recuperação e reinserção dos indivíduos à sociedade, a Comunidade conta com o desenvolvimento de uma  oficina de blocos, onde fabricamos desde o ano de 2021,  pavers de concreto para a pavimentação de ruas e calcadas. 

O objetivo de gerar renda para a manutenção da Instituição e também para que os acolhidos pudessem trabalhar nelas no período da Laborterapia,  durante duas horas, no período da manha, como um meio terapêutico, pois ocupa o seu tempo ocioso, e ajuda o acolhido na sua reorganização pessoal, pois eles chegam na Comunidade Terapêutica desorganizados quanto a cumprir regras, horários, e executar algum tipo de trabalho, pois o uso da droga os desestrutura em todas as áreas de sua vida, portanto, exercitar o físico , é um meio terapêutico, pois ajuda a eliminar as toxinas do organismo, diminui a ansiedade e a irritabilidade, além de trabalhar o caráter no que diz respeito à boa vontade, honestidade, cooperação, respeito e autoestima. ",,,,,Não,,,,, 
WANTU EDUCAÇÃO E DESENVOLVIMENTO LTDA,"A WantU tem como objetivo levar a inovação para a Gestão de Pessoas no agronegócio brasileiro, por meio dos serviços de Assessoria em Gestão Estratégica de Pessoas, Programas de Formação e Desenvolvimento de Lideranças (a Academia Líderes de Impacto) e processos de Recrutamento & Seleção. Até o momento a WantU vem caminhando para tornar-se referência em Gestão Estratégica de Pessoas no agronegócio Mineiro, especificamente nas regiões do Triângulo, Alto Paranaíba e Noroeste de Minas, tendo em sua carteira de clientes, grandes organizações do setor, como Sicoob Credicarpa, Suinco e Cooprata.",Demais Organizações,,,,,,,,,,Empresa de Pequeno Porte,"1) Processos de Recrutamento & Seleção: a WantU utiliza um método próprio que combina a avaliação comportamental, técnica e de fit cultural dos candidatos com a empresa contratantes. É um processo realizado 100% on-line para organizações do agronegócio que querem recrutar profissionais no mercado. 2) Assessoria em Gestão Estratégica de Pessoas: a WantU, por meio de um modelo próprio presta serviços de assessoria em GEP para empresas do agronegócio. Partindo de um diagnóstico de Gestão e do grau de maturidade da organização em Gestão Estratégica de Pessoas são traçadas e executadas ações visando o desenvolvimento das cinco áreas-chaves de um RH: R&S, T&D, Gestão do Desempenho, Remuneração e Carreira e Clima organizacional. 3) Academia Líderes de Impacto: programas de formação e desenvolvimento de lideranças, que busca desenvolver competências importantes para atuação dos profissionais enquanto líderes, visando uma Liderança Sustentável que perpassa pelos eixos da Liderança de Si, dos outros e a social.",,,,,,,,,Demais Organizações,Sim,Sim,Patos de Minas,MG,https://i.postimg.cc/3JVJrDDL/logo.png,https://www.instagram.com/wantuagro/,diretoria@wantu.com.br, , , , , , , , , ,"1) Processos de Recrutamento & Seleção: a WantU utiliza um método próprio que combina a avaliação comportamental, técnica e de fit cultural dos candidatos com a empresa contratantes. É um processo realizado 100% on-line para organizações do agronegócio que querem recrutar profissionais no mercado. 2) Assessoria em Gestão Estratégica de Pessoas: a WantU, por meio de um modelo próprio presta serviços de assessoria em GEP para empresas do agronegócio. Partindo de um diagnóstico de Gestão e do grau de maturidade da organização em Gestão Estratégica de Pessoas são traçadas e executadas ações visando o desenvolvimento das cinco áreas-chaves de um RH: R&S, T&D, Gestão do Desempenho, Remuneração e Carreira e Clima organizacional. 3) Academia Líderes de Impacto: programas de formação e desenvolvimento de lideranças, que busca desenvolver competências importantes para atuação dos profissionais enquanto líderes, visando uma Liderança Sustentável que perpassa pelos eixos da Liderança de Si, dos outros e a social.",,,,,Não,,,,, 
Washtec,"A Washtec foi fundada em 1984 na cidade de Passos-MG, onde iniciou suas atividades com tingimento industrial de roupas usadas e beneficiamento de jeans. O sucesso e desenvolvimento da empresa fizeram com que novos serviços fossem agregados.
 

Sucesso e competência que deram bons resultados, levando a empresa a expandir mais uma vez, e através de um sistema moderno e eficiente passou a lavar e higienizar com antiácaro e bactericidas bichos de pelúcia, edredons e todos os tipos de tapetes, nacionais e importados, o que deu a Washtec o título de empresa que mais lava tapetes no Brasil, e com isso impulsionou novos investimentos no setor para oferecer ao cliente também os serviços de conserto e restauração dos tapetes.

​

Conquistou espaço no mercado brasileiro através de suas mais de 230 franquias espalhadas pelo país, conquistando o 17º lugar no ranking das empresas franqueadoras. Experiência que possibilitou a Washtec a formatação de um novo conceito que hoje é comercializado pela empresa como “sistema de parcerias”, em 03 opções diferentes para terceirização dos serviços de forma mais fácil e acessível.
Pioneira no setor de tingimento, a Washtec atua no mercado desde 1984. Atualmente, a empresa é líder também no segmento de lavagens de edredons e tapetes e todos o Brasil.",Demais Organizações,,,,,,,,,,Empresa EPP,Apoiamos e incentivamos projetos na nossa região de desenvolvimento e ecologia,,,,,,,,,Demais Organizações,Sim,Sim,Passos,MG,https://i.postimg.cc/yNGqVVHQ/washtec-2016-01.png,https://www.washtec.com.br/sobrenos,wallace@washtec.com.br, , , , , , , , , ,Apoiamos e incentivamos projetos na nossa região de desenvolvimento e ecologia,,,,,Não,,,,, 
Incentivar Consultores,"A ABGI Brasil é uma consultoria pioneira, que atua desde 2007 no Brasil na gestão estratégica dos recursos financeiros, processos e ferramentas para inovação e ESG.

Apoiamos empresas de todos os portes a otimizar os investimentos em PD&I de forma ágil e segura.",Demais Organizações,,,,,,,,,,Consultoria,"Trabalhamos em toda a cadeia de valor dos recursos financeiros para inovação e ESG desde o planejamento global, até às atividades de rotina da sua equipe. 
Alguns produtos são: Lei do Bem, Lei de Informática, Rota 2030, Financiamentos para projetos de PD&I junto à Finep_BNDES_outros ",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/1zW6RJmg/Screenshot-20230123-181201-Samsung-Internet.jpg,https://abgibrasil.com,marimloures@gmail.com, , , , , , , , , ,"Trabalhamos em toda a cadeia de valor dos recursos financeiros para inovação e ESG desde o planejamento global, até às atividades de rotina da sua equipe. 
Alguns produtos são: Lei do Bem, Lei de Informática, Rota 2030, Financiamentos para projetos de PD&I junto à Finep_BNDES_outros ",,,,,Não,,,,, 
B2B Contábil,Contabilidade,Demais Organizações,,,,,,,,,,Contabilidade,Atendimento e orientação as micro e pequenas. E exclusivo para o MEI,,,,,,,,,Demais Organizações,Sim,Sim,Passos,MG,https://i.postimg.cc/Z0znRNjZ/IMG-20220113-WA0038.jpg,http://b2bcontabil.com/,contbrunoreis@hotmail.com, , , , , , , , , ,Atendimento e orientação as micro e pequenas. E exclusivo para o MEI,,,,,Não,,,,, 
H2o Prestadora de Serviços (WASHTEC),"A Washtec foi fundada em 1984 na cidade de Passos-MG, onde iniciou suas atividades com tingimento industrial de roupas usadas e beneficiamento de jeans. O sucesso e desenvolvimento da empresa fizeram com que novos serviços fossem agregados.
 
Sucesso e competência que deram bons resultados, levando a empresa a expandir mais uma vez, e através de um sistema moderno e eficiente passou a lavar e higienizar com antiácaro e bactericidas bichos de pelúcia, edredons e todos os tipos de tapetes, nacionais e importados, o que deu a Washtec o título de empresa que mais lava tapetes no Brasil, e com isso impulsionou novos investimentos no setor para oferecer ao cliente também os serviços de conserto e restauração dos tapetes.

Conquistou espaço no mercado brasileiro através de suas mais de 230 franquias espalhadas pelo país, conquistando o 17º lugar no ranking das empresas franqueadoras. Experiência que possibilitou a Washtec a formatação de um novo conceito que hoje é comercializado pela empresa como “sistema de parcerias”, em 03 opções diferentes para terceirização dos serviços de forma mais fácil e acessível.

MISSÃO

Criar vínculos fortes e duradouros, prestando serviço de qualidade com pontualidade a fim de cooperar com o sucesso de nossos clientes, tendo o compromisso ativo e responsável com nossos colaboradores e o meio ambiente de forma sustentável.

​
Visão

Ser lembrado por nossos clientes e parceiros como referência em excelência e qualidade nos serviços prestados, sempre buscando o valor justo e ética profissional.

​
Valores

Respeito e cumprimento dos padrões;

Ética e transparência com todos;

Visão de Dono

União e comprometimento entre as partes;

Rentabilidade sustentada;

Aperfeiçoamento contínuo.

A Washtec desenvolveu uma logística que atende suas franquias e parcerias com frota própria para atender no menor tempo possível as necessidades dos clientes. Estamos nas seguintes localidades:

​

Grande Belo Horizonte; Grande São Paulo; Grande Rio de Janeiro; Vale do Paraíba; Baixada Santista; Campinas e região; Americana; Jundiaí; Ribeirão Preto; Franca; Piracicaba; São Carlos

​

Nas cidades atendidas com a frota Washtec, são realizadas coletas e devoluções duas vezes por semana, proporcionando assim que a maioria dos serviços sejam realizados no prazo de apenas 3 dias.


tecnologia
Trabalhamos com processos organizados e tecnológicos, garantindo máxima qualidade e controle total de cada peça que entra ou sai de nossos departamentos",Demais Organizações,,,,,,,,,,Industria/Prestadora de Serviços para empresas (EPP),"Somos Destinadores de resíduos de cavaco da indústria moveleiras, Fornecemos certificados para as empresas da destinação dos resíduos. Uso sustentável do planeta por meio de ações de combate a poluição ambiental.

Disseminamos e apoiar instituições que provem cursos gratuitos na área de inovação e tecnologia.
",,,,,,,,,Demais Organizações,Sim,Sim,Passos,MG,https://i.postimg.cc/wTHrRGyv/washtec-20166.png,https://www.washtec.com.br/,wallace@washtec.com.br, , , , , , , , , ,"Somos Destinadores de resíduos de cavaco da indústria moveleiras, Fornecemos certificados para as empresas da destinação dos resíduos. Uso sustentável do planeta por meio de ações de combate a poluição ambiental.

Disseminamos e apoiar instituições que provem cursos gratuitos na área de inovação e tecnologia.
",,,,,Não,,,,, 
Volter Energia LTDA,"A Volter Energia é uma Integradora de energia solar. Atuando em projetos, homologação, venda de equipamentos, instalação e manutenção de geradores no sul de Minas Gerais. Tem como proposta oferecer energia renovável aos clientes de maneira responsável e com qualidade. A empresa tem 4 anos e meio e já instalou sistemas em 10 municípios de minas gerais. Sistemas residenciais, industriais e também para produtores rurais que representam significativa parcela entre os clientes. ",Demais Organizações,,,,,,,,,,Energias Renovavéis,"A Volter é uma empresa-filha do NETEC (Núcleo de Empreendedorismo e Inovação Tecnológica) da UFSJ (Universidade Federal de São João Del Rei), que reúne empresas de ex-alunos. O objetivo do projeto é criar um  ecossistema onde as empresas podem gerar parcerias e oportunidades importantes, criando uma rede de relacionamento não somente entre as empresas participantes, mas, também, entre as empresas e a universidade.",,,,,,,,,Demais Organizações,Sim,Sim,Perdões,MG,https://i.postimg.cc/rmNjtPXw/Logo.png,https://www.volterenergia.com.br,atendimento@volterenergia.com.br, , , , , , , , , ,"A Volter é uma empresa-filha do NETEC (Núcleo de Empreendedorismo e Inovação Tecnológica) da UFSJ (Universidade Federal de São João Del Rei), que reúne empresas de ex-alunos. O objetivo do projeto é criar um  ecossistema onde as empresas podem gerar parcerias e oportunidades importantes, criando uma rede de relacionamento não somente entre as empresas participantes, mas, também, entre as empresas e a universidade.",,,,,Não,,,,, 
