nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
Universidade Aberta e Integrada de Minas Gerais - Uaitec,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e Informação,,,"Empreendedorismo, Ensino técnico/profissionalizante",Capacitação e qualificação profissional,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Viçosa,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,vicosa@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e Informação, , ,Capacitação e qualificação profissional,,,,,Não,,,,, 
CVT/ Uaitec de Jequitinhonha,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,não,Não,Nossa organização possui Curso de qualificação profissional e Capacitação nas modalidades presencial e à distância.,,,Ensino técnico/profissionalizante,A instituição oferece cursos gratuitos de qualificação profissional nas modalidades presencial e à distância.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Jequitinhonha,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,https://www.uaitec.mg.gov.br,jequitinhonha@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,não,Não,Nossa organização possui Curso de qualificação profissional e Capacitação nas modalidades presencial e à distância., , ,A instituição oferece cursos gratuitos de qualificação profissional nas modalidades presencial e à distância.,,,,,Não,,,,, 
Uaitec,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Empreendedorismo, Ensino Técnico/Profissionalizante",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento","ão ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Grão Mogol,MG,https://i.postimg.cc/xCGqcSmN/download.png,http://www.uaitec.mg.gov.br/,graomogol@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Empreendedorismo, Ensino Técnico/Profissionalizante", , ,"ão ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência",,,,,Não,,,,, 
Uaitec,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Empreendedorismo, Ensino Técnico/Profissionalizante",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento","ão ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Taiobeiras,MG,https://i.postimg.cc/Nfsj1q48/logo.png,http://www.uaitec.mg.gov.br,taiobeiras@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,informatica, , ,"Palestras com os comerciantes
Aulas de desenvolvimento WEB
Aulas de Informatica básica para a população.",,,,,Não,,,,, 
UAITEC Várzea da Palma,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Capacitação, qualificação profissional, Inclusão digital e social.",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Extensão","Cursos de capacitação, graduação e pós graduação.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Várzea da Palma,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,varzeadapalma@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Capacitação, qualificação profissional, Inclusão digital e social.", , ,"Cursos de capacitação, graduação e pós graduação.",,,,,Não,,,,, 
Uaitec Fumsoft,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Capacitação e Qualificação Profissional,,,"Ensino superior, Ensino técnico/profissionalizante","Inclusão digital, cursos a distância, cursos presenciais, capacitação",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,belohorizonte@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Capacitação e Qualificação Profissional, , ,"Inclusão digital, cursos a distância, cursos presenciais, capacitação",,,,,Não,,,,, 
UAITEC Santa Rita do Sapucai,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Capacitação e qualificação profissional,,,Ensino superior,-,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Santa Rita do Sapucaí,MG,https://i.postimg.cc/MpVwLxtF/c52a6656-fbd5-44a1-87d6-ab056afdfa27.jpg,http://www.uaitec.mg.gov.br/,santaritadosapucai@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Capacitação e qualificação profissional, , ,-,,,,,Não,,,,, 
Uaiteclab Formiga,"A Rede Uaitec é uma Política Pública da Secretaria de Estado de Desenvolvimento Econômico-SEDE que têm como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e a distância bem como de interiorizar as demais políticas públicas executadas no âmbito da SEDE.
Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentado a cultura inovadora, tecnológica e empreendedora do município.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,Não,Não,Tecnologia e Inovação ou ensino profissionalizante.,,,Ensino técnico/profissionalizante,Capacitação e qualificação profissional.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Formiga,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,https://www.uaitec.mg.gov.br,junia_27@hotmail.com, , , ,Instituição de Ensino Superior,Não,Não,Tecnologia e Inovação ou ensino profissionalizante., , ,Capacitação e qualificação profissional.,,,,,Não,,,,, 
UAITEC IPATINGA,"Promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e Informação,,,"Apoio e fomento, Empreendedorismo",Inclusão Social.Fortalecimento da Cultura Tecnológica e Empreendedora.Expansão do Ensino à Distância por meio de cursos de qualificação profissional.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,ipatinga@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e Informação, , ,Inclusão Social.Fortalecimento da Cultura Tecnológica e Empreendedora.Expansão do Ensino à Distância por meio de cursos de qualificação profissional.,,,,,Não,,,,, 
Universidade Aberta e Integrada de Minas Gerais (UAITEC)/ Polo de Cláudio-MG,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.
Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Capacitação Profissional em diversos campos do conhecimento por meio de cursos EAD,,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento","Promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cláudio,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,claudio@uaite.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Capacitação Profissional em diversos campos do conhecimento por meio de cursos EAD, , ,"Promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",,,,,Não,,,,, 
UAITEC- UNIVERSIDADE ABERTA E INTEGRADA DE MINAS GERAIS,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,(38) 9122-1062 / (38) 99124-8808,Não,TECNOLOGIA,,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento",O PROGRAMA DESENVOLVE A INCLUSÃO DIGITAL POR MEIO DE CURSOS GRATUITOS DE QUALIFICAÇÃO PROFISSIONAL NA MODALIDADE PRESENCIAL E A DISTÃNCIA.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Rio Pardo de Minas,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,riopardodeminas@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,(38) 9122-1062 / (38) 99124-8808,Não,TECNOLOGIA, , ,O PROGRAMA DESENVOLVE A INCLUSÃO DIGITAL POR MEIO DE CURSOS GRATUITOS DE QUALIFICAÇÃO PROFISSIONAL NA MODALIDADE PRESENCIAL E A DISTÃNCIA.,,,,,Não,,,,, 
UAITEC-Polo João Pinheiro,UAITEC-Universidade Aberta Integrada do Brasil.A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância,ICT | IES | Centro de P&D,,,,Tecnologia e inovação/Atende duas Universidades IFTM/IFNMG com cursos superior/técnicos e idiomas,joaopinheiro@uaitec.mg.gov.br,Não,Capacitação e qualificação profissional,,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento, Cursos abertos a população em geral, profissionalizantes, capacitações, informática básica","Cursos profissionalizantes para gera fonte de renda no momento Costura, Crochê, artesanato, Informatica Básica para Melhor Idade, Informatica Básica para Jovens, funciona também a Extensão do IFTN/IFNMG com cursos Superiores, Técnicos e Idiomas, cursos presenciais e EAD encontros mensais totalmente gratuitos abertos para população.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,João Pinheiro,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://uaitec.mg.gov.br,joaopinheiro@uaitec.mg.gov.br, , , ,Tecnologia e inovação/Atende duas Universidades IFTM/IFNMG com cursos superior/técnicos e idiomas,joaopinheiro@uaitec.mg.gov.br,Não,Capacitação e qualificação profissional, , ,"Cursos profissionalizantes para gera fonte de renda no momento Costura, Crochê, artesanato, Informatica Básica para Melhor Idade, Informatica Básica para Jovens, funciona também a Extensão do IFTN/IFNMG com cursos Superiores, Técnicos e Idiomas, cursos presenciais e EAD encontros mensais totalmente gratuitos abertos para população.",,,,,Não,,,,, 
Uaitec Campanha,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.

Público Alvo

Qualquer cidadão.

Como utilizar o serviço

Web

Site: www.uaitec.mg.gov.br

Realizar cadastro no portal Uaitec

A Rede UAITEC oferece mais de 60 cursos online. Os interessados em fazer os cursos online da Uaitec deverão realizar um cadastro prévio no site.

Documentação

Cadastro de Pessoa Física (CPF);
Dados Pessoais (E-mail, Endereço, Data de Nascimento);
Carteira de Identidade
Realizar inscrição no curso escolhido

Após cadastro no Portal Uaitec, o usuário poderá escolher o curso de seu interesse. Caso o curso seja 100% online, a matrícula do curso já será efetivada após essa escolha.

Como emitir certificado dos cursos online?

Acesse o Portal Uaitec e clique em Login. Insira seu CPF, sua SENHA pessoal e clique em Entrar. Depois, clique em Cursos e logo em seguida Meus Cursos. Será exibido todos os cursos que estão em andamento e também os que já foram concluídos. Para cursos concluídos, basta clicar no botão Certificado para emitir o documento.

Atendimento presencial

São ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência. Os interessados deverão procurar a unidade mais próxima e se informar sobre novas turmas e disponibilidade. Para ter acesso a relação de unidades disponíveis da Rede UAITEC e respectivos endereços, acesse: http://www.uaitec.mg.gov.br/inicio/unidades

Estrutura 

Duas salas de Ensino à Distância com sistema de videoconferência, lousa interativa digital com som multimídia e piso elevado. Cada sala tem capacidade média de acomodar 25 alunos sentados.
Sala de informática com 20 computadores.
Sala de Coordenação / Professores.
Sala de Administração
Sala de Reunião e biblioteca.
Internet banda larga.
Sala de coworking (disponível apenas em algumas unidades)
Resultados em 2019

Cursos EAD:
- 5.728.023 visualizações no Portal Uaitec;

- 418.087 usuários acessaram.

Cadastrados no Portal Uaitec:
- 45.763 novos alunos de Minas Gerais

Matrículas Realizadas nos Cursos EAD no Portal Uaitec
- 152.171 matrículas realizados por alunos de Minas Gerais;

Certificados Emitidos dos Cursos EAD no Portal Uaitec
- 80.882 Certificados emitidos nos cursos EaD;

Cursos Locais
- 508 cursos presenciais locais ofertados;

- 11.282 alunos matriculados em cursos presenciais locais.

Ações Locais Realizadas
- 11.909 ações realizadas pelas unidades através de parcerias locais;

- 234.261 pessoas atendidas em ações realizadas;

Palestras
- 60 palestras realizadas;

- 863 participantes

Videoconferências
- 382 reuniões realizadas de videoconferências;

- 6628 participantes em videoconferências.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,Não tem,Não,Tecnologia e inovação,,,"Empreendedorismo, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento, EAD",Disponibilizamos cursos profissionalizantes e o portal Uaitec com mais de 70 cursos online e gratuitos.e sala emprestadas para população.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Campanha,MG,https://i.postimg.cc/pdR9PsRz/image.png,http://www.uaitec.mg.gov.br/,campanha@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,Não tem,Não,Tecnologia e inovação, , ,Disponibilizamos cursos profissionalizantes e o portal Uaitec com mais de 70 cursos online e gratuitos.e sala emprestadas para população.,,,,,Não,,,,, 
CVT/UAITEC PASSOS,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Sim,"Desenvolvimento de habilidades, formação profissional, inovação e empreendedorismo, meio ambiente, rede tecnológica, saúde, bem estar e cidadani e tecnologia da informação e comunicação.",,,Ensino superior,Cursos EAD de capacitação profissionalizante.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Passos,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,passos@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Sim,"Desenvolvimento de habilidades, formação profissional, inovação e empreendedorismo, meio ambiente, rede tecnológica, saúde, bem estar e cidadani e tecnologia da informação e comunicação.", , ,Cursos EAD de capacitação profissionalizante.,,,,,Não,,,,, 
CVT/ UAITEC PASSOS II,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Empreendedorismo, Ensino Técnico/ Profissionalizante",,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante",Cursos EaD para capacitação/profissionalização.,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Passos,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,passos2@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Empreendedorismo, Ensino Técnico/ Profissionalizante", , ,Cursos EaD para capacitação/profissionalização.,,,,,Não,,,,, 
Uaitec,Desenvolver soluções tecnológicas para capacitar as pessoas,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,informatica,,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante","Palestras com os comerciantes
Aulas de desenvolvimento WEB
Aulas de Informatica básica para a população.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Grão Mogol,MG,https://i.postimg.cc/xCGqcSmN/download.png,http://www.uaitec.mg.gov.br/,graomogol@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Empreendedorismo, Ensino Técnico/Profissionalizante", , ,"ão ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência",,,,,Não,,,,, 
Uaitec,Desenvolver soluções tecnológicas para capacitar as pessoas,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,informatica,,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante","Palestras com os comerciantes
Aulas de desenvolvimento WEB
Aulas de Informatica básica para a população.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Taiobeiras,MG,https://i.postimg.cc/Nfsj1q48/logo.png,http://www.uaitec.mg.gov.br,taiobeiras@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,informatica, , ,"Palestras com os comerciantes
Aulas de desenvolvimento WEB
Aulas de Informatica básica para a população.",,,,,Não,,,,, 
Universidade Aberta Integrada - Uaitec,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Informática, libras e Costura",,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante","oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,montesclaros@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Informática, libras e Costura", , ,"oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede",,,,,Não,,,,, 
UAITEC Pitangui,"A UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e Informação,,,"Empreendedorismo, Ensino técnico/profissionalizante","Cursos EAD, Cursos Locais, Ações Locais Realizadas, Palestras e Videoconferências.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pitangui,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,pitangui@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e Informação, , ,"Cursos EAD, Cursos Locais, Ações Locais Realizadas, Palestras e Videoconferências.",,,,,Não,,,,, 
Uaitec Lab,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.
Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.
O principal objetivo de oferecer cursos gratuitos a população em que se encontra cada polo, ajudando a inserir as pessoas no mercado de trabalho. Temos como objetivo também fomentar o desenvolvimento tecnológico local.
Conseguimos formar nos cursos presenciais no ano de 2019 mais de 150 alunos e 5 (cinco) diferentes cursos, entre eles: Informática do básico ao avançado, Photoshop, Auxiliar de escritório, Secretariado e empreendedorismo.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e Empreendedorismo,,,"Empreendedorismo, Ensino técnico/profissionalizante","Cursos presenciais- Contamos com a colaboração da prefeitura local que disponibiliza professor na área de Ti e informatica, para facilitar o ensino dos alunos que frequentam o polo.
Programa ""a arte de empreender""- Em parceria com uma empresa da cidade, conseguimos um professor e empreendedor da cidade para oferecer curso de empreendedorismo.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montalvânia,MG,https://i.postimg.cc/5NvJBrJ7/image.png,http://www.uaitec.mg.gov.br/,montalvania@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e Empreendedorismo, , ,"Cursos presenciais- Contamos com a colaboração da prefeitura local que disponibiliza professor na área de Ti e informatica, para facilitar o ensino dos alunos que frequentam o polo.
Programa ""a arte de empreender""- Em parceria com uma empresa da cidade, conseguimos um professor e empreendedor da cidade para oferecer curso de empreendedorismo.",,,,,Não,,,,, 
Secretaria de Estado de Desenvolvimento economico - SEDE,"A Uaitec(Universidade Aberta e Integrada de Minas Gerais) criada pelo nosso governo do Estado juntamente com o Governo Federal, tem o intuito de ofertar cursos de formação educacional e qualificação profissional à distancia, dando mais oportunidade para o ingresso no mercado de trabalho. Os resultados alcançados em nossa unidade, estão dando muitas oportunidades, principalmente para os jovens mais carentes, pois são desprovidos financeiramente de se qualificarem.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e Informação,,,"Empreendedorismo, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento, Qualificação Profissional","A organização é muito voltada para o desenvolvimento de conhecimento na área de tecnologia e informação, sendo uma fonte para quem busca qualificação profissional. Ofertamos vários cursos, principalmente na área de informatica.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Monte Carmelo,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,https://www.uaitec.mg.gov.br,montecarmelo@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e Informação, , ,"A organização é muito voltada para o desenvolvimento de conhecimento na área de tecnologia e informação, sendo uma fonte para quem busca qualificação profissional. Ofertamos vários cursos, principalmente na área de informatica.",,,,,Não,,,,, 
UAITEC Conceição das Alagoas,"A rede UAITEC tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Formação profissional da população.,,,"Apoio e fomento, Ensino superior, Ensino técnico/profissionalizante","Cursos profissionalizantes gratuitos a população, através do portal e parcerias",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conceição das Alagoas,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,conceicaodasalgoas@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Formação profissional da população., , ,"Cursos profissionalizantes gratuitos a população, através do portal e parcerias",,,,,Não,,,,, 
