nome_organizacao,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,descricao_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio
ClientePrivado Tecnologia Ltda,0,0,1,0,0,0,Soluções inteligentes para o mercado imobiliário,Imóveis,,
3geolink,1,0,0,0,0,0,"Fundada em outubro de 2008, a 3GEOLINK é uma empresa sólida e eficiente, composta de profissionais capacitados e experientes em geoprocessamento, topografia, cartografia digital, bancos de dados geográficos, análise espacial e desenvolvimento de aplicativos web e webGIS.
Criamos nossas soluções com base em uma cuidadosa investigação da nossa clientela em potencial e de suas expectativas sobre os nossos produtos. Sabemos como analisar essa informação e customizar as nossas propostas de acordo com as diferentes demandas do mercado.",Agronegócio,,
2Rhino,0,0,0,1,0,0,Soluções tecnológicas e automação,Automóveis,,
AUTHOSP,0,1,0,0,0,0,"A AutHOSP Soluções Tecnológicas Ltda. surgiu em 2008 com o objetivo de criar produtos inovadores para a área da saúde, aliando a tecnologia inovação com a demanda do mercado",Ciências biológicas,Nenhuma,"Escala (Nesta fase a EBT possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Fluxo,0,0,0,1,0,0,"A Fluxo é uma plataforma que ajuda gestores tomarem decisões centradas na opinião de quem realmente importa (colaboradores e clientes), através de pesquisas e métricas que dão voz ao seu consumidor.",Recursos Humanos,"Big Data, Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
M 3 Lending Assessoria empresarial LTDA,0,0,0,1,0,0,"Peer-to-peer que conecta empresas que necessitam de crédito, a pessoas físicas dispostas a investir nessas empresas. A empresa foi fundada em 2020, ja forneceu mais de um milhão de reais e hoje possui aproximadamente 300 investidores na base de dados.",Finanças,Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Cedro Technologies,0,0,0,1,0,0,"Somos uma empresa que baseia seu crescimento na vontade de sempre criar e inovar. Desde a fundação, em 2005, temos como objetivo transformar o mundo através de pessoas e tecnologias, com atuação global e sustentável. Com sede no Brasil, atendemos usuários nacionais e internacionais.
 
 Soluções Cedro: 
 
 IT Services | Mobile Services | Cognitive Services | Financial Solutions | Consultoria
 
 IT Services:
 Fábrica de Software
 Alocação de Consultores
 Sustentação e Suporte de Aplicações e Sistemas
 Consultoria e Administração de Banco de Dados
 Suporte Usuários Finais
 TI para Mercado Financeiro
 
 Mobile Services:
 Desenvolvimento
 MyPush
 MyPush Anywhere OEM
 
 Cognitive Services:
 People
 
 Financial Solutions:
 Plataformas
 Fast Trade
 Web Trade
 Abertura de Contas Digitais
 Data Engine
 Market Data
 Crystal Data Feed
 Web Feeder
 Historical Data
 Negociação Eletrônica
 Crystal Broker
 Risk Broker
 
 Consultoria:
 Arquitetura de Software
 Consultoria em FIX
 Processos de Negócios","Gestão de negócios, Tecnologia da informação",,
NGC BRASIL LTDA - COMTAC,0,0,0,1,0,0,"A NGC BRASIL foi criada em 1998 na cidade de Timbó - Santa Catarina, iniciando suas atividades no seguimento de Automação Comercial, e com a necessidade e expansão do mercado ingressou no mercado de produtos eletrônicos e equipamentos de telecomunicações. Seguindo a mesma política comercial, fornecendo sempre produtos de alta tecnologia com as principais virtudes: Inovação, Qualidade e Serviço. O objetivo é a fabricação e comercialização de produtos eletrônicos e equipamentos de telecomunicações com tecnologia e inovação.
Política de Qualidade
Buscamos a perfeição e a qualidade em nossos produtos e serviços, através da qualificação profissional de nossos colaboradores e acompanhando os avanços tecnológicos do mercado.",Eletroeletrônica,,
Tangram Educação,0,0,0,1,0,0,"A tangram é a parceira das escolas na inovação do ensino. Nossa missão é transformar uma experiência divertida em aprendizado. 90% dos estudantes estão insatisfeitos com as aulas expositivas (Portal Educacional Porvir). Acreditamos que é preciso engajar para educar! Os estudantes aprendem matemática, educação financeira e empreendedorismo por meio de um game online dentro da escola. A tecnologia facilita a vida do professor e o aluno aprende com tecnologia. Temos parceria com 6 escolas (públicas e privadas) que utilizam o jogo. Os alunos passaram a faltar menos nas aulas e, como consequência, aprendem mais.",Educação,IOT (Internet das Coisas),"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Big Card,0,0,0,1,0,0,Uma empresa mineira de Administração de Cartões Convênio e Benefício,Finanças,,
Doutorapp,0,1,0,0,0,0,"Telemedicina: Atenda seus pacientes sem sair de casa
Através de um link você e seu paciente se conectam em uma sala virtual sigilosa e segura, com total privacidade onde você poderá orientar seus pacientes remotamente.
Gratuito durante o período de combate a COVID-19",Saúde,,
Aqua Tecnologia SA,0,0,0,1,0,0,"Aqua é uma startup de design e tecnologia touchscreen, especializada em experiência do usuário. Oferecemos soluções completas, com equipamentos interativos e aplicações. Ajudamos empresas que querem atender melhor e vender mais.","Publicidade, Construção, Moda, Imóveis, Regulamentação e compliance, Varejo, Turismo",Nenhuma,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
FAMA Indústria Eletrônica LTDA,0,1,0,0,0,0,"A Fama Medical é uma empresa na área de biomédica que oferece aos seus clientes produtos e serviços de alta qualidade.Fundada em 2013, a empresa possui sede em Santa Rita do Sapucaí também conhecida como ""Vale da Eletrônica"", em Minas Gerais, a Fama Medical está sempre na frente nos quesitos inovação e mobilidade, criando os melhores produtos e oferecendo os melhores serviços aos seus clientes.","Saúde, Tecnologia da informação","Big Data, IOT (Internet das Coisas)",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Cfaz.net,0,1,0,0,0,0,"Fornecer soluções online para gestão de clínicas e laboratórios, realização, armazenamento e distribuição de exames de radiologia. Atualmente, atendemos cerca de 270 clínicas em 20 dos 26 estados do Brasil + DF.",Saúde,Machine Learning,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
E-auditoria,0,0,0,1,0,0,"Soluções de auditoria eletrônica: auditoria fiscal, auditoria digital, cruzamento de dados, armazenamento de NF-e, auditoria contábil, SPED, EFD Contribuições, EFD ICMSIPI, ECF, EFD, contabilidade, contábil, fisco, receita, fiscalizacao, eSocial, ICMS, PIS/COFINS, ECD, DIFAL, MVA Ajustada, XML e notas fiscais",Direito,,
Brasil Cloud - Nuvem Corporativa,0,0,0,1,0,0,"Nós Respiramos Internet.
A Brasil Cloud é uma empresa (Nicho de Mercado - Cloud) do Grupo Brasil Work Serviços de Internet, Empresa brasileira, sediada em Uberlândia-MG, líder no mercado de Hosting/Cloud no Triângulo Mineiro, com mais de 9 anos de atuação.
Por meio de Rede de alta capacidade, a empresa Distribui sua Infraestrutura de Datacenter em Uberlândia-MG.
A Empresa é focada na prestação de serviços de infraestrutura para internet, como também em Software Web (SaaS), com uma gama de produtos: Hospedagem de Sites Compartilhada ou Semi Dedicada, servidores do tipo Cloud Computing / Cloud Servers, Servidores Dedicados, Cloud Backup, Anti Spam Cloudrealização de Registro de Domínios nacionais e internacionais, Intranet entre outros. Atendendo a pequenas, média e grandes empresas de todo o Brasil.",Tecnologia da informação,,3. Tração
Neuro Soluções Estrada Real LTDA,0,0,0,1,0,0,Possuimos um protocolo descentralizado inclusivo que permite a qualquer pessoa independentemente da sua classe socioeconômica ter acesso a taxas de câmbio exclusivamente definidas por condições de mercado.,Finanças,Blockchain,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
ICE Play Educação,0,0,0,1,0,0,Auxiliar escolas na adaptação ao novo ensino médio enquanto prepara alunos para o mundo do trabalho.,"Educação, Governo, Tecnologia da informação","Machine Learning, LMS próprio com Gamificação e aprendizagem personalizada","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
LandLoja,0,0,0,1,0,0,"Empresas e empreendedores enfrentam a digitalização de seus negócios de forma lenta e com desafios de tecnologia pulverizados, onerosos e descentralizados. Nossa proposta de valor é reunir em um único hub as ferramentas necessárias para digitalizar negócios: 
🚀 Criar Produtos/serviços; 
🚀 Divulgar com Landpages; 
🚀 Catalogar e Mapear Online;
🚀 Entender e analisar perfis com nossos Questionários Online; 
🚀 Reter com a área de membros;
🚀 Interagir através das comunidades;
🚀 Engajar usuários com a gameficação;
🚀 Controlar o fluxo Financeiro;
🚀 Gerenciar contratos e orçamentos;
🚀 Vender com Ecommerce e MarketPlaces;
🚀 Analisar através dos relatórios BI.","Educação, Gestão de negócios, Tecnologia da informação, Varejo, VendasComunidade de startups","Big Data, Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
DataScope,0,0,0,1,0,0,"Transforme todos os seus formulários de papel em formulários móveis inteligentes
Colete todos os seus dados Online ou Offline a partir de qualquer dispositivo móvel",Tecnologia da informação,,
Kino Contabilidade Online,0,0,0,1,0,0,"Somos uma contabilidade online, com foco no atendimento nacional, de empresas prestadores de serviço, optantes pelo simples nacional. Nossa plataforma, possui uma ferramenta de gestão financeira para o cliente, que pelo uso da mesma permite que façamos a integração contábil. Além disto, o cliente de dentro de nossa plataforma, consegue emitir nota fiscal de serviço eletrônica, para mais de 350 cidades no Brasil.",Gestão de negócios,,Tração
WorkGeo,1,0,1,1,0,0,"Somos uma empresa de engenharia com base tecnológica e foco em geoprocessamento, processamento de imagens e inovações para Indústria 4.0.  Atuamos há 8 anos no mercado gerando soluções através da captação, digitalização e processamento de imagens e dados resultando em modelos digitais 3D georreferenciados de alta qualidade. Através destes modelos, extraímos resultados para diversas análises de engenharia. Trabalhamos também no desenvolvimento de plataformas GeoWeb para automatizar processos nas atividades de campo e em escritórios, assim como em análise e geração de conhecimento estratégico de nossos clientes.","Agronegócio, Ciências biológicas, Construção, Energia, Gestão de negócios, Indústria 4.0, Cidades inteligentes","Big Data, Deep Learning, Machine Learning, Drone (vant)","Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Indwise,0,0,0,1,0,0,A indWise é uma solução que coleta dados de funcionamento de linhas de produção e gera relatórios gerenciais para empoderar tomada de decisão na indústria,Varejo,,3. Tração
Mídias Tecnologia e Consultoria Ltda,0,0,0,1,0,0,Empresa de desenvolvimento tecnológico e consultorias mercadológicas.,Tecnologia da informação,Big Data,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Scala,1,0,0,0,1,0,"Há mais de meio século, ainda mantemos viva a tradição italiana do nosso fundador: aprimorar a produção de queijos sem perder a essência do sabor artesanal.

Nossa sede está localizada em Sacramento, cidade mineira encravada na Serra da Canastra – área propícia para a produção de leite de alta qualidade.

Contamos com quatro fábricas, três em Sacramento-MG e uma em Salitre de Minas. Além dessas, a Scala possui uma indústria de produtos destinados à nutrição animal, uma unidade armazenadora de grãos e um moderno centro de distribuição.

A empresa tem capacidade para processar mais de 600 mil litros de leite por dia e conta com uma linha de produtos completa que inclui: parmesão, provolone, gorgonzola, minas padrão, colonial, meia-cura, queijo de coalho, prato, requeijão, cream cheese, manteiga e a mussarela.
Depois de concluir em 2022 investimentos de R$ 140 milhões em um novo complexo industrial, o Laticínio Scala, de Sacramento (MG), vai se concentrar no aumento da captação própria de leite, na geração de energia renovável e no fortalecimento da sua atuação no varejo.
A companhia, que tem receita de cerca de R$ 1,5 bilhão, investirá R$ 50 milhões na instalação de uma estação de tratamento de efluentes, que vai produzir biometano para geração de energia. A estrutura terá capacidade de 10,8 mil metros cúbicos por dia, ou energia elétrica em torno de 1,5 megawatt (MW).
","Agronegócio, Alimentos e Bebidas",,
EventtTable,0,0,0,1,0,0,"Tornar a organização de qualquer tipo de evento social ou corporativo mais fácil, rápido e seguro através de uma plataforma de MarketPlace. Estamos em fase de cadastramento de fornecedores.","Publicidade, Entretenimento, Imóveis, Rede social",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Anamê,0,0,0,0,0,0,Anamê Baby Design tem como propósito auxiliar o desenvolvimento infantil e fortalecer os laços afetivos. Identificamos e projetamos novas maneiras de cuidar de nossos bebês!,Negócios sociais,,3. Tração
MARCEL GONCALVES VIANA MARINS DE CAMARGOS CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,0,1,0,0,0,0,"Sistema para unir supermercados, farmácias, lojas de suplementos alimentares, self-sevices, academias, nutricionistas, pacientes e alunos.","Saúde, Tecnologia da informação",Machine Learning,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
FORSEE,0,0,0,1,0,0,"Plataforma de soluções de IA e IoT que tem melhorado vendas, estoques, produtividade e lucro de indústrias, distribuidores e varejos de 30 a 300% em até 4 meses com sucesso em TODOS os casos.","Alimentos, Automóveis, Finanças, Gestão de negócios, Indústria 4.0, Logística, Moda, Pets, Varejo, Vendas","Big Data, IOT (Internet das Coisas), Machine Learning","Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Picada de Goyáz,0,0,1,0,1,0,Fomentar economicamente através do turismo 63 municípios e distritos. Resgate histórico e cultural da região onde se passa a Picada de Goyáz. Mapa da rota finalizado em 2021. Mobilização vem sendo realizada desde 2014 junto ao poder público e privado.,"Esporte, Negócios sociais, Publicidade, Sustentabilidade, Turismo",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
SVA TECNOLOGIAS E SISTEMAS S/A,0,0,0,1,0,1,"A SVA Tech é uma empresa especializada em soluções de vídeo analítico. Atua desde 2015 com o objetivo de democratizar a tecnologia de visão computacional e revolucionar o serviço de segurança em diversos segmentos de negócios, oferecendo um sistema de monitoramento inteligente e acessível.

O principal produto da empresa é o SmartVision com software embarcado, que possibilita soluções complexas de inteligência artificial e deep learning, para que monitorem, de forma simples e com total segurança, seu patrimônio ou cada etapa do seu negócio.
 
Essa tecnologia de vídeo analítico te permite várias possibilidades pré-programadas e é capaz de detectar pessoas, objetos, veículos e detalhes específicos através das imagens das câmeras, com acesso online e em tempo real.
 
Além disso, nosso sistema com automação permite atuar em processos industriais complexos, detectando não conformidades em cada etapa, inspecionando equipamentos e máquinas, otimizando o custo de operação, mitigando riscos de acidentes, minimizando erros e aperfeiçoando as operações em tempo real.

Nosso foco é levar aos nossos clientes soluções inovadoras, modernas e inteligentes para o gerenciamento de ativos e de pessoas, garantindo-lhes soluções confiáveis que diminuem custos e riscos de segurança.","Agronegócio, Automóveis, Construção, Energia, Indústria 4.0, Logística, Mineração, Segurança, Varejo","Deep Learning, IOT (Internet das Coisas), Machine Learning",Consolidado no mercado (Startup é um dos principais líderes no mercado em que atua e já construiu barreiras à entrada relevantes)
Guia de Permacultura,0,0,1,0,1,0,"Trabalhamos para criar espaços com autonomia energética e alimentar, a partir de valores de cuidado com a terra, com as pessoas e a partilha justa dos excedentes. Nesse contexto, criamos o LARboratorio, um espaço experimental educativo onde realizamos atividades e capacitação em tecnologias sociais de baixo custo. Os resultados são compartilhados em ambiente virtual por meio das plataformas digitais no site e canal Guia de Permacultura.","Alimentos, Cidades inteligentes, Construção, Educação, Energia, Gestão de resíduos, Negócios sociais, Reciclagem, Saúde, Sustentabilidade",Realidade aumentada,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
PRONTUEI HEALTH SOFTWARE INOVA SIMPLES LTDA,0,1,0,0,0,0,Somos um app que simplifica a organização e gestão da vida médica dos Brasileiros,Saúde,Big Data,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Prática Sistema Ltda,0,0,0,1,0,0,"""A Prática Sistema Ltda, fundada em 1995, é pioneira na inovação tecnológica, ajudando empresas a superar desafios em processos gerenciais e emissão de documentos fiscais através do desenvolvimento de programas avançados, incluindo plataformas e aplicativos. Nossa história é definida pela constante evolução, adaptando-se às novas tecnologias e respondendo proativamente às demandas do mercado.

Valorizamos profundamente a colaboração com clientes e parceiros, uma estratégia que nos permite identificar e atender às necessidades específicas do mercado com soluções inovadoras. Através dessas parcerias estratégicas, integramos as últimas inovações tecnológicas em nossos produtos e serviços, superando frequentemente as expectativas e fortalecendo nossa posição no mercado.

Além de atuarmos com desenvolvimento de software, também oferecemos locação de equipamentos e infraestrutura. Implementamos controles rigorosos de qualidade e adotamos metodologias ágeis para assegurar que nossas soluções atendam aos mais altos padrões de desempenho e confiabilidade.""",Tecnologia da informação,Machine Learning,"Escala (Nesta fase a EBT possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
VUUPT,0,0,0,1,0,0,Somos uma plataforma de roteirização e rastreio de entregas com atuação nacional e internacional.,"Indústria 4.0, Logística",Machine Learning,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
mais.im,0,0,0,1,0,0,"Plataforma de comunicação para integrar equipes de forma fácil, com controle e governança das informações para apoiar a gestão de processos e a tomada de decisões.",Gestão de negócios,,
Alldone Car Service,0,0,1,0,0,0,"A Alldone Car Service é uma empresa de intermediação de serviços automotivos que simplifica a vida de proprietários de veículos que não tem tempo ou não querem levar o carro a uma oficina, proporcionando a estes uma experiência de usuário única. 
Os Analistas de Manutenção Automotiva da Alldone entendem de mecânica, buscam o carro no local de conveniência do proprietário e resolvem QUALQUER questão, levando o carro em oficinas especializadas e entregando no local onde o proprietário indicar.","Automóveis, Mobilidade",Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Morada Propriedades LTDA.,0,0,1,0,0,0,"Somos uma Proptech que atua com reciclagem imobiliária, transformando imóveis desocupados, deteriorados e/ou irregulares em residências habitáveis e devolvendo-os à sociedade. Dessa forma, provemos moradias de alta qualidade em regiões já dotadas de infraestrutura urbana, com muito menos impacto ambiental do que novas construções. Além de contribuir para a redução do déficit habitacional, nossa atuação fomenta a revitalização dos centros urbanos e a preservação do patrimônio cultural nas cidades onde atuamos.","Cidades inteligentes, Construção, Imóveis","Big Data, AVMs","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Uniclon Biotecnologia,1,0,0,0,0,0,"A Uniclon Biotecnologia iniciou suas atividades em 2008 como pré-incubada na INOVA, Incubadora de Empresas de Base Tecnológica da UFMG, onde permaneceu até 2010. Nesse mesmo ano transferiu-se para a Incubadora Habitat da Fundação Biominas graduando-se em 2014. Durante os períodos de pré-incubação e incubação, a empresa desenvolveu projetos de Pesquisa, Desenvolvimento e Inovação em Biotecnologia apoiados pela FINEP, FAPEMIG e CNPq para a geração de novas variedades de enzimas para fins científicos, técnicos e industriais. Uma patente está em vias de submissão. A empresa agora se dedica a oferecer serviços de bioinformática e produção de probióticos para o agronegócio e nutracêutica.","Agronegócio, Ciências biológicas, Biotecnologia",Engenharia de moléculas,"Operação (Fase em que a EBT atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Wepod,0,0,0,1,0,0,"Produtora de podcast 360º focada em análise, resultado e performance em clientes B2B.","Educação, Entretenimento",Big Data,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Contransin Indústria e Comércio Ltda,0,0,1,1,0,0,"O Grupo Contransin, está no ramo semafórico há mais de 60 anos, com uma linha completa de produtos. Ao verificar o grande aumento de veículos, já alguns anos em nossas cidades, surge a necessidade de melhoria na mobilidade urbana. Daí, a ideia do desenvolvimento de um projeto de um Controlador Semafórico (dispositivo que controla a abertura e fechamento dos semáforos), dotado de detectores espalhados pelas vias com comunicação 4G/5G/WI-FI alimentados por energia fotovoltaica captando o volume do tráfego em tempo real enviando ao Controlador Semafórico para processamento por meio de logaritmos e Inteligência Artificial  resultando em melhores tempos semafóricos, redução de verdes ociosos, diminuindo filas e congestionamentos. Este projeto já foi iniciado e atualmente paralisado por falta de recursos financeiros. Se encontrando hoje em nível de maturação de projeto TL.4. Acreditamos que, com o apoio financeiro nesse projeto teremos a solução desenvolvida e em escala industrial em até 1 ano. Gerando assim melhorias para todas as cidades, principalmente as mineiras, com um custo acessível, contribuindo com o avanço da indústria mineira, com a redução de emissão de poluentes haja vista, menores congestionamentos e menor emissão de poluentes. Além do mais, a melhoria na qualidade de vida com a diminuição do tempo de viagem.","Construção Civil ou Setor Imobiliário, Eletroeletrônica, Tecnologia da Informação e Comunicação (TIC)",,
Cachaça Express,0,0,0,1,0,0,"O CACHAÇA EXPRESS pode ser considerada a melhor loja virtual de cachaças, acessórios e produtos afins da internet brasileira.
Há mais de 8 anos no mercado de Cachaças, conseguimos entender as necessidades dos eternos apaixonados por essa bebida legitimamente verde e amarela e resolvemos lançar as vendas online.
Além da cachaça, nosso produto principal, reunimos num só lugar vários produtos inéditos, sendo a maioria deles de origem artesanal e procedentes de várias localidades do País. Todos os produtos são adquiridos diretamente com os produtores, o que garante a qualidade e os preços competitivos. O site conta com o que existe de mais moderno em termos de tecnologia web, com a melhor e mais qualificada operação logística dedicada a este produto (que necessita de total carinho e atenção). Tudo isso com a máxima segurança e respeito pelo cliente.",Tecnologia da informação,,
NOWIGO SERVICOS E COMERCIO LTDA.,0,0,1,1,0,0,"Um sistema de pagamento personalizado, podendo ser pré-pago ou pós-pago, conectado a um controle de estoque. Através de pulseiras ou cartões inteligentes é possível efetuar a venda de produtos e serviços de forma rápida e prática.","Cidades inteligentes, Entretenimento, Tecnologia da informação","Big Data, Blockchain, IOT (Internet das Coisas)","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Educomunicação,0,0,0,1,0,0,Pesquisa sobre estratégias de ensinoaprendizagem.,Educação,IOT (Internet das Coisas),"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
ALLUAGRO,1,0,0,0,0,0,MARKETPLACE DE INTELIGÊNCIA EM GEOLOCAÇÃO DE MÁQUINAS E IMPLEMENTOS AGRÍCOLAS,Agronegócio,"Big Data, Blockchain, IOT (Internet das Coisas), Machine Learning","Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
E-ctare,1,0,0,0,0,0,"O QUE É ECTARE • Plataforma eletrônica inovadora que aproxima produtores de café (vendedores) dos compradores; • Através de parceiros credenciados (armazéns), recebemos e avaliamos cada lote de café, sua procedência e qualidade; • Os atributos são então lançados na plataforma e liberados para comercialização. Através de logins diferenciados, produtor e comprador acessam sua respectiva área na plataforma, via aplicativo ou web, aonde a comercialização acontece; • Através de logins diferenciados, produtor e comprador acessam sua respectiva área na plataforma, via aplicativo ou web, aonde a comercialização acontece; • Atua como modulador das transações, interferindo a cada não conformidade apontada pelos agentes.",Agronegócio,,
BlueTape Soluções Digitais,0,0,0,1,0,0,"Oferecemos soluções de tecnologia aplicadas ao Direito com o objetivo de aumentar a produtividade, reduzir custos e melhorar fluxos. Soluções construídas nas seguintes áreas: 

- Automatização de rotinas jurídicas de escritórios, departamentos jurídicos e do poder judiciário (RPA)

- Automatização de peças jurídicas - Aplicativo Web chamado Forma.DOC

- Desenvolvimento de Relatórios Gerenciais (Business Analytics)","Direito, Tecnologia da informação",Machine Learning,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
FUSION Tecnologia,0,0,0,1,0,0,"Ferramentas para otimizar o gerenciamento de processos e empresas, ERP's personalizadas, digitalização de informações, Data Analysis para formação de relatórios automáticos e suporte para tomada de decisão, através de Aplicações WEB, Softwares e Aplicativos. Soluções para inspeção de qualidade e manutenção, e medição de objetos através de Software com Visão Computacional. Sistemas que integram hardware e software, medindo utilização, disponibilidade e produtividade de equipamentos, assim como rastreabilidade dos mesmos, integrando estas informações aos dados do processo e operação.",Tecnologia da informação,,3. Tração
Ene Soluções,0,0,0,1,0,0,"Atuando no mercado de TI desde 2011, a eNe Soluções é especialista em UI/UX, desenvolvimento Front-end, SEO e BIZ. 
 
 Criamos com base em 3 pilares:
 - a experiência do usuário;
 - os objetivos do negócio do cliente;
 - o desenvolvimento da programação ideal com as melhores tecnologias para atingir os resultados.",Tecnologia da informação,,
Geral Geek,0,0,0,1,0,0,A Geral Geek é um Marketplace de produtos Geeks. Nosso objetivo é se tornar a maior comunidade de comércio geek do Brasil.,Varejo,Nenhuma,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Falaê!,0,0,0,1,0,0,"O Falaê é uma plataforma de pesquisa de satisfação e relacionamento com clientes, focada em pequenos e médios negócios. Ela foi desenvolvida com o intuito de ajudar empresas e gestores a conhecerem melhor, o que os clientes esperam e desejam nas experiências de compra que realizam. Esse processo favorece um bom relacionamento e interação entre empresas e consumidores, fomentando o consumo, melhorando a rentabilidade e eficiência de pequenos negócios.

As maiores empresas do mundo tem capacidade de utilizar tecnologia de ponta, para criar e transformar a experiência dos clientes em algo que realmente gere mais receitas para a organização. Enquanto isso, as PME's, na maioria dos casos, desconhecem as estratégias de Experiência do Cliente, e nem tampouco, tem tecnologias baratas à disposição para investir em áreas como essa.

O Falaê, nasce com a clara missão de democratizar a Experiência do Cliente e a cultura DataDriven, em pequenas empresas, de maneira simples e eficiente, com um método já validado em mais de 150 unidades de negócio, em diferentes regiões do país. A partir de análises criadas dentro do Falaê, o empreendedor consegue direcionar esforços em áreas cruciais do seu negócio, cortando custos desnecessários, treinando melhor a sua equipe, e criando produtos e serviços com alto valor agregado na visão dos clientes. Tudo isso por um custo acessível, e pagamento recorrente, que cabe no bolso dos pequenos e médios negócios.","Gestão de negócios, Tecnologia da informação, Varejo, Vendas",Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Ipass,0,0,0,1,0,0,"O iPass é uma plataforma para venda de ingressos online e físicos para os mais diversos tipos de eventos: festivais, shows, festas, palestras, cursos, entre outros. Além disso, é uma ferramenta prática e completa para a gestão de eventos, com relatórios e informações diretas, facilitando análises e, consequentemente, a tomada de decisão do produtor.
O iPass garante a seus usuários uma compra totalmente segura, já que conta com certificados de segurança e sistema anti-fraudes. Entre em contato conosco e conheça mais sobre nós! ;)",Entretenimento,,
Leads Digital,0,0,0,1,0,0,"Leads Digital - Plataforma para Criação e Gestão de Cartões de Visita Digitais online.
Trata-se de uma solução de marketing sustentável e dinâmica, que aproxima e facilita o relacionamento com o cliente. O diferencial é a nossa estratégia corporativa, na qual é possível realizar a gestão dos cartões de visita, com métricas de acesso em tempo real. Além disso, pode-se padronizar os cartões para toda equipe com um custo inferior ao cartão de papel. Por fim, está disponível a integração com o Google Ads e Facebook Ads, para campanhas de marketing personalizadas ao público que interagir com a equipe.
Resultados até o momento 03/12/2021
Usuários Cadastrados: 1576
Cartões Ativos: 1147
Cartões Ativos Monetizando: 276
Empresas Cadastradas: 92
Empresas Cadastradas - Ativas: 46
Empresas Cadastradas - Ativas Monetizando: 05","Publicidade, Tecnologia da informação",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
